0 A_2
1 A_2
2 A_2
3 A_2
4 A_2
5 A_2
6 A_2
7 A_2
8 A_2
9 A_2
10 A_2
11 A_2
12 G_2
12 G_3
13 G_2
13 G_3
14 G_2
14 G_3
15 G_2
15 G_3
16 G_2
16 G_3
17 G_2
17 G_3
18 G_2
19 G_2
20 G_2
21 G_2
22 G_2
23 G_2
24 E_2
24 E_3
24 G#_3
24 B_3
25 E_2
25 E_3
25 G#_3
25 B_3
26 E_2
26 E_3
26 G#_3
26 B_3
27 E_2
27 E_3
27 G#_3
27 B_3
28 E_2
28 E_3
28 G#_3
28 B_3
29 E_2
30 E_2
31 E_2
32 E_2
33 E_2
34 E_2
35 E_2
36 E_2
37 E_2
38 E_2
39 E_2
40 E_2
41 E_2
42 E_2
43 E_2
44 E_2
45 E_2
46 E_2
47 E_2
48 E_2
49 E_2
50 E_2
51 E_2
52 E_2
53 G_2
54 G_2
55 G_2
56 G_2
57 G_2
58 G_2
59 G_2
60 G_2
61 G_2
62 G_2
63 G_2
64 A_2
64 A_3
65 A_2
65 A_3
66 A_2
66 A_3
67 A_2
67 A_3
68 A_2
68 A_3
69 A_2
69 A_3
70 B_2
70 A_3
70 B_3
71 B_2
71 A_3
71 B_3
72 B_2
72 A_3
72 B_3
73 B_2
73 A_3
73 B_3
74 B_2
74 A_3
74 B_3
75 B_2
75 A_3
75 B_3
76 B_2
77 B_2
78 B_2
79 B_2
80 B_2
81 D_3
81 A_4
82 D_3
82 A_4
83 D_3
83 A_4
84 D_3
84 A_4
85 D_3
85 A_4
86 D_3
86 A_4
87 D_3
88 D_3
89 D_3
90 D_3
91 D_3
92 D_3
93 E_2
93 E_3
93 E_4
94 E_2
94 E_3
94 E_4
95 E_2
95 E_3
95 E_4
96 E_2
96 E_3
96 E_4
97 E_2
97 E_3
97 E_4
98 E_2
98 E_3
98 E_4
99 E_2
99 E_3
99 G_3
99 E_4
100 E_2
100 E_3
100 G_3
100 E_4
101 E_2
101 E_3
101 G_3
101 E_4
102 E_2
102 E_3
102 G_3
102 E_4
103 E_2
103 E_3
103 G_3
103 E_4
104 E_2
104 E_3
104 G_3
104 E_4
105 G_2
105 G_3
106 G_2
106 G_3
107 G_2
107 G_3
108 G_2
108 G_3
109 G_2
109 G_3
110 A_3
110 A_4
111 A_3
111 A_4
112 A_3
112 A_4
113 A_3
113 A_4
114 A_3
114 A_4
115 A_3
115 A_4
116 A_3
117 A_3
118 A_3
119 A_3
120 A_3
121 A_3
122 B_3
122 F#_5
123 B_3
123 F#_5
124 B_3
124 F#_5
125 B_3
125 F#_5
126 B_3
126 F#_5
127 B_3
127 F#_5
128 D_4
128 D_5
129 D_4
129 D_5
130 D_4
130 D_5
131 D_4
131 D_5
132 D_4
132 D_5
